workload,group,score
sdss,within,0.804630
sdss,within,0.757544
sdss,within,0.654603
sdss,within,0.721480
sdss,within,0.878424
sdss,within,0.899132
sdss,within,0.722042
sdss,within,0.730767
sdss,within,0.674267
sdss,within,0.700433
sdss,within,0.643069
sdss,within,0.572988
sdss,within,0.621566
sdss,within,0.696085
sdss,within,0.862430
sdss,within,0.804572
sdss,within,0.700524
sdss,within,0.625512
sdss,within,0.502900
sdss,within,0.976199
sdss,within,0.715463
sdss,within,0.634070
sdss,within,0.770713
sdss,within,0.638841
sdss,within,0.656293
sdss,within,0.671083
sdss,within,0.605852
sdss,within,0.683344
sdss,within,0.789403
sdss,within,0.718419
sdss,within,0.807257
sdss,within,0.704632
sdss,within,0.590927
sdss,within,0.571736
sdss,within,0.780389
sdss,within,0.771969
sdss,within,0.734340
sdss,within,0.593990
sdss,within,0.735730
sdss,within,0.880844
sdss,within,0.811946
sdss,within,0.688965
sdss,within,0.852474
sdss,within,0.775728
sdss,within,0.829695
sdss,within,0.913254
sdss,within,0.725121
sdss,within,0.792813
sdss,within,0.673392
sdss,within,0.856051
sdss,within,0.665994
sdss,within,0.615786
sdss,within,0.658470
sdss,within,0.675530
sdss,within,0.823733
sdss,within,0.738979
sdss,within,0.749080
sdss,within,0.898707
sdss,within,0.734497
sdss,within,0.755307
sdss,within,0.626474
sdss,within,0.711909
sdss,within,0.843172
sdss,within,0.743976
sdss,within,0.606951
sdss,within,0.625185
sdss,within,0.941454
sdss,within,0.634697
sdss,within,0.838733
sdss,within,0.770200
sdss,within,0.777725
sdss,within,0.799360
sdss,within,0.737616
sdss,within,0.731088
sdss,within,0.848499
sdss,within,0.787796
sdss,within,0.684467
sdss,within,0.667699
sdss,within,0.719830
sdss,within,0.735370
sdss,within,0.641374
sdss,within,0.690727
sdss,within,0.683164
sdss,within,0.682937
sdss,within,0.650235
sdss,within,0.886859
sdss,within,0.797959
sdss,within,0.750962
sdss,within,0.778916
sdss,within,0.631590
sdss,within,0.681369
sdss,within,0.681846
sdss,within,0.662064
sdss,within,0.616171
sdss,within,0.677912
sdss,within,0.653843
sdss,within,0.809946
sdss,within,0.645085
sdss,within,0.623347
sdss,within,0.639864
sdss,within,0.655395
sdss,within,0.713131
sdss,within,0.592919
sdss,within,0.794130
sdss,within,0.751770
sdss,within,0.769767
sdss,within,0.900975
sdss,within,0.586703
sdss,within,0.593622
sdss,within,0.791764
sdss,within,0.790174
sdss,within,0.776491
sdss,within,0.775266
sdss,within,0.740604
sdss,within,0.881190
sdss,within,0.754573
sdss,within,0.753258
sdss,within,0.699720
sdss,within,0.668252
sdss,within,0.668906
sdss,within,0.656374
sdss,within,0.658571
sdss,within,0.615278
sdss,within,0.746889
sdss,within,0.661151
sdss,within,0.743016
sdss,within,0.674966
sdss,within,0.869155
sdss,within,0.759544
sdss,within,0.817363
sdss,within,0.658317
sdss,within,0.725083
sdss,within,0.707009
sdss,within,0.787233
sdss,within,0.742010
sdss,within,0.725070
sdss,within,0.775494
sdss,within,0.682655
sdss,within,0.901143
sdss,within,0.681097
sdss,within,0.679137
sdss,within,0.725795
sdss,within,0.828302
sdss,within,0.821125
sdss,within,0.654217
sdss,within,0.721448
sdss,within,0.607981
sdss,within,0.594975
sdss,within,0.583495
sdss,within,0.823283
sdss,within,0.831061
sdss,within,0.831149
sdss,within,0.816540
sdss,within,0.850037
sdss,within,0.736414
sdss,within,0.649189
sdss,within,0.664609
sdss,within,0.671479
sdss,within,0.795300
sdss,within,0.874498
sdss,within,0.696235
sdss,within,0.701023
sdss,within,0.784746
sdss,within,0.713001
sdss,within,0.705367
sdss,within,0.791160
sdss,within,0.632819
sdss,within,0.597497
sdss,within,0.699293
sdss,within,0.785663
sdss,within,0.625342
sdss,within,0.722939
sdss,within,0.664477
sdss,within,0.903879
sdss,within,0.781292
sdss,within,0.802527
sdss,within,0.636136
sdss,within,0.711278
sdss,within,0.825277
sdss,within,0.790955
sdss,within,0.673914
sdss,within,0.668445
sdss,within,0.547745
sdss,within,0.686402
sdss,within,0.673595
sdss,within,0.732744
sdss,within,0.697918
sdss,within,0.855394
sdss,within,0.683114
sdss,within,0.933814
sdss,within,0.682307
sdss,within,0.722144
sdss,within,0.854988
sdss,within,0.651670
sdss,within,0.668455
sdss,within,0.652961
sdss,within,0.635238
sdss,within,0.759133
sdss,within,0.704071
sdss,within,0.663018
sdss,within,0.639684
sdss,within,0.591018
sdss,within,0.712844
sdss,within,0.692677
sdss,within,0.712695
sdss,within,0.721322
sdss,within,0.687980
sdss,within,0.758632
sdss,within,0.738877
sdss,within,0.708646
sdss,within,0.769296
sdss,within,0.786013
sdss,within,0.878882
sdss,within,0.754713
sdss,within,0.776220
sdss,within,0.758453
sdss,within,0.740353
sdss,within,0.732400
sdss,within,0.703332
sdss,within,0.649556
sdss,within,0.735913
sdss,within,0.636593
sdss,within,0.653709
sdss,within,0.800961
sdss,within,0.847534
sdss,within,0.831852
sdss,within,0.822900
sdss,within,0.772523
sdss,within,0.670130
sdss,within,0.807399
sdss,within,0.892388
sdss,within,0.664142
sdss,within,0.714321
sdss,within,0.775342
sdss,within,0.626608
sdss,within,0.758025
sdss,within,0.895090
sdss,within,0.832334
sdss,within,0.858672
sdss,within,0.655963
sdss,within,0.721115
sdss,within,0.791513
sdss,within,0.804121
sdss,within,0.624071
sdss,within,0.866740
sdss,within,0.668565
sdss,within,0.769933
sdss,within,0.606820
sdss,within,0.722995
sdss,within,0.714469
sdss,within,0.630002
sdss,within,0.691799
sdss,within,0.705501
sdss,within,0.797862
sdss,within,0.892201
sdss,within,0.903102
sdss,within,0.931857
sdss,within,0.679285
sdss,within,0.657786
sdss,within,0.797483
sdss,within,0.873614
sdss,within,0.794098
sdss,within,0.779754
sdss,within,0.777297
sdss,within,0.595893
sdss,within,0.717952
sdss,within,0.876880
sdss,within,0.720472
sdss,within,0.708267
sdss,within,0.903387
sdss,within,0.702333
sdss,within,0.786365
sdss,within,0.835336
sdss,within,0.694319
sdss,within,0.562884
sdss,within,0.734913
sdss,within,0.779242
sdss,within,0.788835
sdss,within,0.587013
sdss,within,0.773505
sdss,within,0.675589
sdss,within,0.662237
sdss,within,0.714956
sdss,within,0.682887
sdss,within,0.789672
sdss,within,0.726145
sdss,within,0.722105
sdss,within,0.809289
sdss,within,0.761930
sdss,within,0.767884
sdss,within,0.711269
sdss,within,0.701769
sdss,within,0.859827
sdss,within,0.709397
sdss,within,0.693653
sdss,within,0.815131
sdss,within,0.640946
sdss,within,0.649213
sdss,within,0.628943
sdss,within,0.707708
sdss,within,0.912654
sdss,within,0.832219
sdss,within,0.821707
sdss,within,0.723728
sdss,within,0.641952
sdss,within,0.898796
sdss,within,0.813660
sdss,within,0.844411
sdss,within,0.686229
sdss,within,0.636078
sdss,within,0.707707
sdss,within,0.760136
sdss,within,0.657447
sdss,within,0.767090
sdss,within,0.827968
sdss,within,0.938195
sdss,within,0.702348
sdss,within,0.851540
sdss,within,0.777924
sdss,within,0.844928
sdss,within,0.895382
sdss,within,0.750324
sdss,within,0.878572
sdss,within,0.776769
sdss,within,0.679236
sdss,within,0.842650
sdss,within,0.657864
sdss,within,0.658708
sdss,within,0.691878
sdss,within,0.651722
sdss,within,0.879400
sdss,within,0.876008
sdss,within,0.736715
sdss,within,0.753183
sdss,within,0.756272
sdss,within,0.628475
sdss,within,0.772343
sdss,within,0.979028
sdss,within,0.741185
sdss,within,0.901806
sdss,within,0.686395
sdss,within,0.667872
sdss,within,0.757383
sdss,within,0.703316
sdss,within,0.799293
sdss,within,0.895031
sdss,within,0.736467
sdss,within,0.663748
sdss,within,0.674045
sdss,within,0.649864
sdss,within,0.631832
sdss,within,0.625767
sdss,within,0.747452
sdss,within,0.740008
sdss,within,0.622894
sdss,within,0.676187
sdss,within,0.662553
sdss,within,0.647795
sdss,within,0.808802
sdss,within,0.623279
sdss,within,0.645656
sdss,within,0.902810
sdss,within,0.633675
sdss,within,0.671838
sdss,within,0.901783
sdss,within,0.744560
sdss,within,0.835862
sdss,within,0.599237
sdss,within,0.920370
sdss,within,0.703915
sdss,within,0.770121
sdss,within,0.635090
sdss,within,0.582405
sdss,within,0.665171
sdss,within,0.661769
sdss,within,0.687297
sdss,within,0.932191
sdss,within,0.859150
sdss,within,0.802434
sdss,within,0.784107
sdss,within,0.643328
sdss,within,0.565038
sdss,within,0.655868
sdss,within,0.571937
sdss,within,0.700547
sdss,within,0.745366
sdss,within,0.625896
sdss,within,0.700495
sdss,within,0.546476
sdss,within,0.772459
sdss,within,0.596742
sdss,within,0.750428
sdss,within,0.798153
sdss,within,0.682312
sdss,within,0.669473
sdss,within,0.751224
sdss,within,0.755940
sdss,within,0.602229
sdss,within,0.748496
sdss,within,0.690499
sdss,within,0.766049
sdss,within,0.643706
sdss,within,0.869024
sdss,within,0.781780
sdss,within,0.801643
sdss,within,0.814969
sdss,within,0.846533
sdss,within,0.645216
sdss,within,0.807623
sdss,within,0.693661
sdss,within,0.667728
sdss,within,0.653218
sdss,within,0.750632
sdss,within,0.748719
sdss,within,0.644311
sdss,within,0.764254
sdss,within,0.625107
sdss,within,0.645931
sdss,within,0.765315
sdss,within,0.777708
sdss,within,0.875751
sdss,within,0.758526
sdss,within,0.897093
sdss,within,0.841124
sdss,within,0.713018
sdss,within,0.692613
sdss,within,0.646675
sdss,within,0.676346
sdss,within,0.712058
sdss,within,0.706913
sdss,within,0.731415
sdss,within,0.758359
sdss,within,0.649437
sdss,within,0.808911
sdss,within,0.883319
sdss,within,0.806651
sdss,within,0.916354
sdss,within,0.672497
sdss,within,0.779771
sdss,within,0.633908
sdss,within,0.731502
sdss,within,0.736502
sdss,within,0.886322
sdss,within,0.662916
sdss,within,0.633127
sdss,within,0.805743
sdss,within,0.670526
sdss,within,0.624010
sdss,within,0.634131
sdss,within,0.859939
sdss,within,0.761517
sdss,within,0.877923
sdss,within,0.792018
sdss,within,0.771431
sdss,within,0.700542
sdss,within,0.814552
sdss,within,0.583096
sdss,within,0.751989
sdss,within,0.744490
sdss,within,0.679988
sdss,within,0.652177
sdss,within,0.644229
sdss,within,0.712171
sdss,within,0.766489
sdss,within,0.748820
sdss,within,0.674285
sdss,within,0.778019
sdss,within,0.893125
sdss,within,0.792497
sdss,within,0.733005
sdss,within,0.705884
sdss,within,0.631470
sdss,within,0.681426
sdss,within,0.778043
sdss,within,0.626867
sdss,within,0.798894
sdss,within,0.654000
sdss,within,0.641230
sdss,within,0.734790
sdss,within,0.641474
sdss,within,0.708635
sdss,within,0.909068
sdss,within,0.808747
sdss,within,0.917827
sdss,within,0.827683
sdss,within,0.644163
sdss,within,0.884636
sdss,within,0.712300
sdss,within,0.643333
sdss,within,0.819693
sdss,within,0.710213
sdss,within,0.666486
sdss,within,0.685837
sdss,within,0.642155
sdss,within,0.697972
sdss,within,0.699821
sdss,within,0.697245
sdss,within,0.798149
sdss,within,0.796155
sdss,within,0.725181
sdss,within,0.767401
sdss,within,0.771248
sdss,within,0.691067
sdss,within,0.809816
sdss,within,0.691057
sdss,within,0.727593
sdss,within,0.754747
sdss,within,0.677746
sdss,within,0.658700
sdss,within,0.710834
sdss,within,0.642627
sdss,within,0.896492
sdss,within,0.974192
sdss,within,0.897127
sdss,within,0.748017
sdss,within,0.786405
sdss,within,0.654013
sdss,within,0.734051
sdss,within,0.720265
sdss,within,0.804307
sdss,within,0.842897
sdss,within,0.724761
sdss,within,0.856511
sdss,within,0.909775
sdss,within,0.917945
sdss,within,0.903886
sdss,within,0.947449
sdss,within,0.740824
sdss,within,0.909941
sdss,within,0.704497
sdss,within,0.730177
sdss,within,0.762590
sdss,within,0.755977
sdss,within,0.831644
sdss,within,0.899002
sdss,within,0.824612
sdss,within,0.600556
sdss,within,0.937581
sdss,within,0.821067
sdss,within,0.607532
sdss,within,0.853413
sdss,within,0.793431
sdss,within,0.725988
sdss,within,0.608780
sdss,within,0.578855
sdss,within,0.719143
sdss,within,0.635326
sdss,within,0.663930
sdss,within,0.941913
sdss,within,0.588447
sdss,within,0.660198
sdss,within,0.900205
sdss,within,0.904025
sdss,within,0.932016
sdss,within,0.730736
sdss,within,0.855747
sdss,within,0.766332
sdss,within,0.704748
sdss,within,0.754696
sdss,within,0.751063
sdss,within,0.735046
sdss,within,0.759109
sdss,within,0.742485
sdss,within,0.892217
sdss,within,0.890666
sdss,within,0.813646
sdss,within,0.685588
sdss,within,0.745659
sdss,within,0.754022
sdss,within,0.688374
sdss,within,0.564979
sdss,within,0.673688
sdss,within,0.835542
sdss,within,0.743049
sdss,within,0.776915
sdss,within,0.625445
sdss,within,0.720965
sdss,within,0.855716
sdss,within,0.911253
sdss,within,0.737181
sdss,within,0.706249
sdss,within,0.737740
sdss,within,0.706675
sdss,within,0.661362
sdss,within,0.645478
sdss,within,0.572926
sdss,within,0.818255
sdss,within,0.750650
sdss,within,0.753175
sdss,within,0.622181
sdss,within,0.578283
sdss,within,0.651071
sdss,within,0.628810
sdss,within,0.791525
sdss,within,0.651369
sdss,within,0.634576
sdss,within,0.760433
sdss,within,0.532145
sdss,within,0.791535
sdss,within,0.672201
sdss,within,0.823214
sdss,within,0.734114
sdss,within,0.929427
sdss,within,0.690858
sdss,within,0.778939
sdss,within,0.712335
sdss,within,0.640077
sdss,within,0.696989
sdss,within,0.628472
sdss,within,0.709192
sdss,within,0.673750
sdss,within,0.622969
sdss,within,0.746365
sdss,within,0.805138
sdss,within,0.689555
sdss,within,0.698023
sdss,within,0.806764
sdss,within,0.799882
sdss,within,0.759967
sdss,within,0.714759
sdss,within,0.820524
sdss,within,0.852500
sdss,within,0.924666
sdss,within,0.878659
sdss,within,0.698283
sdss,within,0.613563
sdss,within,0.632148
sdss,within,0.772272
sdss,within,0.733959
sdss,within,0.716317
sdss,within,0.654068
sdss,within,0.679108
sdss,within,0.657006
sdss,within,0.904875
sdss,within,0.641194
sdss,within,0.815355
sdss,within,0.567194
sdss,within,0.632038
sdss,within,0.621885
sdss,within,0.672789
sdss,within,0.741874
sdss,within,0.634729
sdss,within,0.775978
sdss,within,0.766708
sdss,within,0.728543
sdss,within,0.831694
sdss,within,0.695866
sdss,within,0.695016
sdss,within,0.602872
sdss,within,0.698900
sdss,within,0.754902
sdss,within,0.836892
sdss,within,0.886727
sdss,within,0.904324
sdss,within,0.626624
sdss,within,0.631073
sdss,within,0.727437
sdss,within,0.622768
sdss,within,0.647445
sdss,within,0.774901
sdss,within,0.720722
sdss,within,0.716197
sdss,within,0.770323
sdss,within,0.707132
sdss,within,0.609472
sdss,within,0.818419
sdss,within,0.840214
sdss,within,0.623627
sdss,within,0.813774
sdss,within,0.800640
sdss,within,0.935808
sdss,within,0.964817
sdss,within,0.830506
sdss,within,0.746952
sdss,within,0.772683
sdss,within,0.675805
sdss,within,0.784155
sdss,within,0.737702
sdss,within,0.685093
sdss,within,0.768330
sdss,within,0.928525
sdss,within,0.764806
sdss,within,0.647071
sdss,within,0.682914
sdss,within,0.718797
sdss,within,0.696234
sdss,within,0.743822
sdss,within,0.682575
sdss,within,0.830892
sdss,within,0.792480
sdss,within,0.635011
sdss,within,0.723722
sdss,within,0.785813
sdss,within,0.595969
sdss,within,0.669300
sdss,within,0.648464
sdss,within,0.833444
sdss,within,0.606237
sdss,within,0.740624
sdss,within,0.799542
sdss,within,0.610400
sdss,within,0.546543
sdss,within,0.596147
sdss,within,0.628943
sdss,within,0.718603
sdss,within,0.627555
sdss,within,0.770774
sdss,within,0.576752
sdss,within,0.679826
sdss,within,0.873182
sdss,within,0.875000
sdss,within,0.820758
sdss,within,0.855303
sdss,within,0.723886
sdss,within,0.737947
sdss,within,0.704764
sdss,within,0.916796
sdss,within,0.923892
sdss,within,0.846048
sdss,within,0.679744
sdss,within,0.733688
sdss,within,0.616010
sdss,within,0.645070
sdss,within,0.627422
sdss,within,0.526741
sdss,within,0.605751
sdss,within,0.626187
sdss,within,0.761034
sdss,within,0.711252
sdss,within,0.850759
sdss,within,0.825586
sdss,within,0.748370
sdss,within,0.789337
sdss,within,0.814474
sdss,within,0.876109
sdss,within,0.874900
sdss,within,0.781630
sdss,within,0.924244
sdss,within,0.655759
sdss,within,0.559084
sdss,within,0.722417
sdss,within,0.803753
sdss,within,0.715006
sdss,within,0.730974
sdss,within,0.783410
sdss,within,0.795276
sdss,within,0.759282
sdss,within,0.795207
sdss,within,0.815287
sdss,within,0.922326
sdss,within,0.882860
sdss,within,0.718424
sdss,within,0.755049
sdss,within,0.742975
sdss,within,0.806871
sdss,within,0.705163
sdss,within,0.684755
sdss,within,0.723142
sdss,within,0.698215
sdss,within,0.713415
sdss,within,0.709351
sdss,within,0.740574
sdss,within,0.737752
sdss,within,0.909513
sdss,within,0.736593
sdss,within,0.706175
sdss,within,0.850879
sdss,within,0.779092
sdss,within,0.877346
sdss,within,0.803194
sdss,within,0.717082
sdss,within,0.796634
sdss,within,0.856600
sdss,within,0.704843
sdss,within,0.862992
sdss,within,0.812615
sdss,within,0.739539
sdss,within,0.831350
sdss,within,0.915486
sdss,within,0.819739
sdss,within,0.887383
sdss,within,0.748880
sdss,within,0.825258
sdss,within,0.834159
sdss,within,0.877152
sdss,within,0.903667
sdss,within,0.794506
sdss,within,0.904525
sdss,within,0.915043
sdss,within,0.913416
sdss,within,0.824605
sdss,within,0.882152
sdss,within,0.847482
sdss,within,0.725062
sdss,within,0.585417
sdss,within,0.725342
sdss,within,0.753890
sdss,within,0.785033
sdss,within,0.789100
sdss,within,0.658389
sdss,within,0.762913
sdss,within,0.868638
sdss,within,0.724817
sdss,within,0.740302
sdss,within,0.853592
sdss,within,0.765615
sdss,within,0.795442
sdss,within,0.901307
sdss,within,0.893200
sdss,within,0.846596
sdss,within,0.795703
sdss,within,0.860819
sdss,within,0.820791
sdss,within,0.941522
sdss,within,0.636609
sdss,within,0.946263
sdss,within,0.756983
sdss,within,0.699919
sdss,within,0.717887
sdss,within,0.758070
sdss,within,0.654806
sdss,within,0.753702
sdss,within,0.735418
sdss,within,0.692125
sdss,within,0.827359
sdss,within,0.784247
sdss,within,0.864198
sdss,within,0.787867
sdss,within,0.715506
sdss,within,0.733799
sdss,within,0.821098
sdss,within,0.841556
sdss,within,0.770718
sdss,within,0.721658
sdss,within,0.840521
sdss,within,0.747016
sdss,within,0.841099
sdss,within,0.896096
sdss,within,0.753327
sdss,within,0.704330
sdss,within,0.652156
sdss,within,0.766513
sdss,within,0.851167
sdss,within,0.856344
sdss,within,0.805936
sdss,within,0.736190
sdss,within,0.936583
sdss,within,0.700008
sdss,within,0.818752
sdss,within,0.662498
sdss,within,0.808731
sdss,within,0.760591
sdss,within,0.766417
sdss,within,0.686913
sdss,within,0.625299
sdss,within,0.633906
sdss,within,0.596157
sdss,within,0.594499
sdss,within,0.976965
sdss,within,0.691126
sdss,within,0.753766
sdss,within,0.744783
sdss,within,0.725384
sdss,within,0.935307
sdss,within,0.831853
sdss,within,0.586207
sdss,within,0.775913
sdss,within,0.784196
sdss,within,0.853453
sdss,within,0.788662
sdss,within,0.771609
sdss,within,0.901759
sdss,within,0.767846
sdss,within,0.855566
sdss,within,0.877219
sdss,within,0.839717
sdss,within,0.735058
sdss,within,0.919007
sdss,within,0.744128
sdss,within,0.803064
sdss,within,0.899012
sdss,within,0.937246
sdss,within,0.822100
sdss,within,0.843939
sdss,within,0.775437
sdss,within,0.810527
sdss,within,0.623944
sdss,within,0.802626
sdss,within,0.676479
sdss,within,0.737495
sdss,within,0.687674
sdss,within,0.601683
sdss,within,0.809085
sdss,within,0.654676
sdss,within,0.648248
sdss,within,0.607132
sdss,within,0.659578
sdss,within,0.639371
sdss,within,0.660023
sdss,within,0.668455
sdss,within,0.730071
sdss,within,0.635298
sdss,within,0.622663
sdss,within,0.767630
sdss,within,0.766535
sdss,within,0.591161
sdss,within,0.646575
sdss,within,0.653827
sdss,within,0.722185
sdss,within,0.837955
sdss,within,0.783617
sdss,within,0.879642
sdss,within,0.812148
sdss,within,0.917137
sdss,within,0.880704
sdss,within,0.779095
sdss,within,0.706148
sdss,within,0.673519
sdss,within,0.817877
sdss,within,0.623050
sdss,within,0.600963
sdss,within,0.833429
sdss,within,0.795481
sdss,within,0.822904
sdss,within,0.837400
sdss,within,0.801979
sdss,within,0.723377
sdss,within,0.779118
sdss,within,0.808778
sdss,within,0.765919
sdss,within,0.753295
sdss,within,0.683794
sdss,within,0.799690
sdss,within,0.888039
sdss,within,0.646666
sdss,within,0.676669
sdss,within,0.885552
sdss,within,0.658223
sdss,within,0.890212
sdss,within,0.692193
sdss,within,0.816054
sdss,within,0.742022
sdss,within,0.669951
sdss,within,0.786571
sdss,within,0.670538
sdss,within,0.706604
sdss,within,0.803752
sdss,within,0.793694
sdss,within,0.897645
sdss,within,0.810262
sdss,within,0.804446
sdss,within,0.757559
sdss,within,0.891336
sdss,within,0.910211
sdss,within,0.899580
sdss,within,0.858417
sdss,within,0.892273
sdss,within,0.746617
sdss,within,0.715493
sdss,within,0.711982
sdss,within,0.608999
sdss,within,0.688903
sdss,within,0.764658
sdss,within,0.802333
sdss,within,0.624559
sdss,within,0.838109
sdss,within,0.881152
sdss,within,0.662607
sdss,within,0.724933
sdss,within,0.614682
sdss,within,0.730221
sdss,within,0.662818
sdss,within,0.689131
sdss,within,0.640102
sdss,within,0.829534
sdss,within,0.794931
sdss,within,0.794433
sdss,within,0.861155
sdss,within,0.808849
sdss,within,0.879011
sdss,within,0.791731
sdss,within,0.890806
sdss,within,0.833969
sdss,within,0.852267
sdss,within,0.890351
sdss,within,0.892375
sdss,within,0.804073
sdss,within,0.868567
sdss,within,0.806623
sdss,within,0.791597
sdss,within,0.776222
sdss,within,0.725911
sdss,within,0.888142
sdss,within,0.700159
sdss,within,0.864525
sdss,within,0.854212
sdss,within,0.788744
sdss,within,0.718029
sdss,within,0.742281
sdss,within,0.948535
sdss,within,0.946703
sdss,within,0.917435
sdss,within,0.805711
sdss,within,0.898270
sdss,within,0.851526
sdss,within,0.859029
sdss,within,0.881662
sdss,within,0.902390
sdss,within,0.914291
sdss,within,0.844480
sdss,within,0.918039
sdss,within,0.825828
sdss,within,0.830277
sdss,within,0.789520
sdss,within,0.808423
sdss,within,0.771674
sdss,within,0.928332
sdss,within,0.856056
sdss,within,0.730339
sdss,within,0.781838
sdss,within,0.877521
sdss,within,0.796933
sdss,within,0.921955
sdss,within,0.879903
sdss,within,0.868927
sdss,within,0.921081
sdss,within,0.823867
sdss,within,0.832771
sdss,within,0.865626
sdss,within,0.760394
sdss,within,0.790202
sdss,within,0.912797
sdss,within,0.828192
sdss,within,0.820525
sdss,within,0.831222
sdss,within,0.806955
sdss,within,0.902264
sdss,within,0.847796
sdss,within,0.849165
sdss,within,0.948274
sdss,within,0.710676
sdss,within,0.668000
sdss,within,0.949863
sdss,within,0.795721
sdss,within,0.636449
sdss,within,0.907242
sdss,within,0.931537
sdss,within,0.619516
sdss,within,0.795397
sdss,within,0.728520
sdss,within,0.641316
sdss,within,0.633722
sdss,within,0.892402
sdss,within,0.726170
sdss,within,0.793516
sdss,within,0.708410
sdss,within,0.744644
sdss,within,0.712268
sdss,within,0.589404
sdss,within,0.817064
sdss,within,0.876335
sdss,within,0.815027
sdss,within,0.746710
sdss,within,0.884833
sdss,within,0.795077
sdss,within,0.699767
sdss,within,0.854161
sdss,within,0.690278
sdss,within,0.883711
sdss,within,0.751985
sdss,within,0.671415
sdss,within,0.699206
sdss,within,0.895220
sdss,within,0.694572
sdss,within,0.663051
sdss,within,0.839569
sdss,within,0.775825
sdss,within,0.729667
sdss,within,0.678638
sdss,within,0.780192
sdss,within,0.630111
sdss,within,0.897186
sdss,within,0.644190
sdss,within,0.559476
sdss,within,0.743025
sdss,within,0.678390
sdss,within,0.910343
sdss,within,0.844320
sdss,within,0.673157
sdss,within,0.725063
sdss,within,0.764752
sdss,within,0.598076
sdss,within,0.740937
sdss,within,0.690686
sdss,within,0.709938
sdss,within,0.641234
sdss,within,0.606004
sdss,within,0.578308
sdss,within,0.873750
sdss,within,0.824444
sdss,within,0.851831
sdss,within,0.823485
sdss,within,0.622828
sdss,within,0.721858
sdss,within,0.892645
sdss,within,0.625448
sdss,within,0.782815
sdss,within,0.674721
sdss,within,0.646742
sdss,within,0.797127
sdss,within,0.739645
sdss,within,0.779451
sdss,within,0.779307
sdss,within,0.706344
sdss,within,0.639009
sdss,within,0.707270
sdss,within,0.739103
sdss,within,0.774897
sdss,within,0.878965
sdss,within,0.669022
sdss,within,0.762921
sdss,within,0.703407
sdss,within,0.863412
sdss,within,0.887317
sdss,within,0.809846
sdss,within,0.812457
sdss,within,0.879000
sdss,within,0.895770
sdss,within,0.909643
sdss,within,0.714487
sdss,within,0.678921
sdss,within,0.763528
sdss,within,0.803842
sdss,within,0.775237
sdss,within,0.825973
sdss,within,0.785146
sdss,within,0.710369
sdss,within,0.681937
sdss,within,0.761442
sdss,within,0.785892
sdss,within,0.838185
sdss,within,0.782279
sdss,within,0.769207
sdss,within,0.603536
sdss,within,0.916853
sdss,within,0.913090
sdss,within,0.865857
sdss,within,0.846787
sdss,within,0.866226
sdss,within,0.965430
sdss,within,0.765938
sdss,within,0.767103
sdss,within,0.883251
sdss,within,0.775678
sdss,within,0.936936
sdss,within,0.766078
sdss,within,0.737361
sdss,within,0.834925
sdss,within,0.849664
sdss,within,0.843719
sdss,within,0.769959
sdss,within,0.773796
sdss,within,0.786966
sdss,within,0.669246
sdss,within,0.802352
sdss,within,0.833552
sdss,within,0.841502
sdss,within,0.789105
sdss,within,0.754800
sdss,within,0.771030
sdss,within,0.916172
sdss,within,0.932066
sdss,within,0.763141
sdss,within,0.880007
sdss,within,0.767961
sdss,within,0.849549
sdss,within,0.865411
sdss,within,0.847651
sdss,within,0.711717
sdss,within,0.813815
sdss,within,0.700531
sdss,within,0.831288
sdss,within,0.876969
sdss,within,0.773665
sdss,within,0.820959
sdss,within,0.812107
sdss,within,0.801553
sdss,within,0.926444
sdss,within,0.778666
sdss,within,0.827624
sdss,within,0.742766
sdss,within,0.778282
sdss,within,0.787591
sdss,within,0.908885
sdss,within,0.743255
sdss,within,0.895657
sdss,within,0.787386
sdss,within,0.857855
sdss,within,0.804800
sdss,within,0.918410
sdss,within,0.812585
sdss,within,0.902611
sdss,within,0.899802
sdss,within,0.927808
sdss,within,0.856691
sdss,within,0.767060
sdss,within,0.808974
sdss,within,0.784965
sdss,within,0.891317
sdss,within,0.834727
sdss,within,0.761510
sdss,within,0.773348
sdss,within,0.826086
sdss,within,0.814040
sdss,within,0.821887
sdss,within,0.750170
sdss,within,0.756820
sdss,within,0.860155
sdss,within,0.857319
sdss,within,0.874289
sdss,within,0.898962
sdss,within,0.706368
sdss,within,0.778931
sdss,within,0.609534
sdss,within,0.638151
sdss,within,0.701744
sdss,within,0.658772
sdss,within,0.681877
sdss,within,0.618990
sdss,within,0.674806
sdss,within,0.630760
sdss,within,0.781044
sdss,within,0.892939
sdss,within,0.584775
sdss,within,0.626462
sdss,within,0.693476
sdss,within,0.705278
sdss,within,0.699740
sdss,within,0.734471
sdss,within,0.612196
sdss,within,0.604552
sdss,within,0.702664
sdss,within,0.679971
sdss,within,0.808343
sdss,within,0.743823
sdss,within,0.695855
sdss,within,0.746641
sdss,within,0.953630
sdss,within,0.663471
sdss,within,0.738986
sdss,within,0.680796
sdss,within,0.675942
sdss,within,0.798975
sdss,within,0.825010
sdss,within,0.761434
sdss,within,0.615276
sdss,within,0.594421
sdss,within,0.621427
sdss,within,0.725467
sdss,within,0.732935
sdss,within,0.705066
sdss,within,0.766270
sdss,within,0.707573
sdss,within,0.727136
sdss,within,0.617900
sdss,within,0.639845
sdss,within,0.719396
sdss,within,0.865229
sdss,within,0.602173
sdss,within,0.674766
sdss,within,0.621271
sdss,within,0.611204
