workload,group,score
sdss,within,0.692556
sdss,within,0.730181
sdss,within,0.631209
sdss,within,0.611183
sdss,within,0.627860
sdss,within,0.701272
sdss,within,0.674745
sdss,within,0.770885
sdss,within,0.739767
sdss,within,0.722029
sdss,within,0.714553
sdss,within,0.729288
sdss,within,0.878753
sdss,within,0.722755
sdss,within,0.645103
sdss,within,0.887083
sdss,within,0.836432
sdss,within,0.667142
sdss,within,0.631450
sdss,within,0.667810
sdss,within,0.863053
sdss,within,0.859514
sdss,within,0.937879
sdss,within,0.776348
sdss,within,0.791562
sdss,within,0.948258
sdss,within,0.916764
sdss,within,0.721784
sdss,within,0.783810
sdss,within,0.790865
sdss,within,0.847750
sdss,within,0.600847
sdss,within,0.671218
sdss,within,0.606320
sdss,within,0.794133
sdss,within,0.863945
sdss,within,0.770641
sdss,within,0.879610
sdss,within,0.773044
sdss,within,0.891657
sdss,within,0.726427
sdss,within,0.806256
sdss,within,0.882504
sdss,within,0.928239
sdss,within,0.777004
sdss,within,0.687601
sdss,within,0.623487
sdss,within,0.702417
sdss,within,0.614167
sdss,within,0.835356
sdss,within,0.775261
sdss,within,0.758778
sdss,within,0.680311
sdss,within,0.643616
sdss,within,0.714558
sdss,within,0.795598
sdss,within,0.789993
sdss,within,0.771451
sdss,within,0.929943
sdss,within,0.663761
sdss,within,0.641930
sdss,within,0.782825
sdss,within,0.657824
sdss,within,0.702456
sdss,within,0.806568
sdss,within,0.606878
sdss,within,0.700827
sdss,within,0.635723
sdss,within,0.681537
sdss,within,0.779200
sdss,within,0.707650
sdss,within,0.791333
sdss,within,0.764238
sdss,within,0.741714
sdss,within,0.695529
sdss,within,0.742173
sdss,within,0.882031
sdss,within,0.855909
sdss,within,0.689358
sdss,within,0.675932
sdss,within,0.650066
sdss,within,0.839687
sdss,within,0.875520
sdss,within,0.876430
sdss,within,0.779459
sdss,within,0.680026
sdss,within,0.662634
sdss,within,0.741660
sdss,within,0.625626
sdss,within,0.583648
sdss,within,0.637153
sdss,within,0.728465
sdss,within,0.816797
sdss,within,0.772954
sdss,within,0.676151
sdss,within,0.650778
sdss,within,0.901796
sdss,within,0.705616
sdss,within,0.798119
sdss,within,0.713956
sdss,within,0.605486
sdss,within,0.700799
sdss,within,0.744638
sdss,within,0.708978
sdss,within,0.625953
sdss,within,0.712653
sdss,within,0.884299
sdss,within,0.731883
sdss,within,0.645664
sdss,within,0.740798
sdss,within,0.898513
sdss,within,0.771222
sdss,within,0.806415
sdss,within,0.813190
sdss,within,0.626608
sdss,within,0.669223
sdss,within,0.623130
sdss,within,0.624258
sdss,within,0.606044
sdss,within,0.636818
sdss,within,0.658330
sdss,within,0.727927
sdss,within,0.916197
sdss,within,0.972367
sdss,within,0.895626
sdss,within,0.689023
sdss,within,0.690825
sdss,within,0.610872
sdss,within,0.580819
sdss,within,0.738654
sdss,within,0.683481
sdss,within,0.651891
sdss,within,0.691566
sdss,within,0.692140
sdss,within,0.692671
sdss,within,0.687326
sdss,within,0.882880
sdss,within,0.674868
sdss,within,0.678865
sdss,within,0.883993
sdss,within,0.742818
sdss,within,0.748667
sdss,within,0.586581
sdss,within,0.561191
sdss,within,0.655906
sdss,within,0.728380
sdss,within,0.690625
sdss,within,0.714532
sdss,within,0.758204
sdss,within,0.647501
sdss,within,0.890301
sdss,within,0.683210
sdss,within,0.801490
sdss,within,0.665618
sdss,within,0.786386
sdss,within,0.686013
sdss,within,0.736377
sdss,within,0.683527
sdss,within,0.707362
sdss,within,0.861489
sdss,within,0.679101
sdss,within,0.594683
sdss,within,0.671454
sdss,within,0.673855
sdss,within,0.683837
sdss,within,0.705846
sdss,within,0.695237
sdss,within,0.634178
sdss,within,0.891594
sdss,within,0.913191
sdss,within,0.796293
sdss,within,0.765573
sdss,within,0.671726
sdss,within,0.760821
sdss,within,0.779284
sdss,within,0.629590
sdss,within,0.819824
sdss,within,0.674230
sdss,within,0.745575
sdss,within,0.780696
sdss,within,0.678599
sdss,within,0.661291
sdss,within,0.662364
sdss,within,0.670903
sdss,within,0.873750
sdss,within,0.825139
sdss,within,0.850581
sdss,within,0.840871
sdss,within,0.731039
sdss,within,0.609258
sdss,within,0.724894
sdss,within,0.839004
sdss,within,0.743321
sdss,within,0.710250
sdss,within,0.786305
sdss,within,0.780383
sdss,within,0.651699
sdss,within,0.625239
sdss,within,0.647761
sdss,within,0.673826
sdss,within,0.968368
sdss,within,0.634260
sdss,within,0.733876
sdss,within,0.819628
sdss,within,0.733691
sdss,within,0.650214
sdss,within,0.741135
sdss,within,0.800425
sdss,within,0.819458
sdss,within,0.860187
sdss,within,0.812951
sdss,within,0.812152
sdss,within,0.735792
sdss,within,0.744979
sdss,within,0.950333
sdss,within,0.967311
sdss,within,0.738656
sdss,within,0.782870
sdss,within,0.859836
sdss,within,0.730093
sdss,within,0.821801
sdss,within,0.750133
sdss,within,0.880563
sdss,within,0.683693
sdss,within,0.804511
sdss,within,0.729154
sdss,within,0.716084
sdss,within,0.687392
sdss,within,0.614408
sdss,within,0.715642
sdss,within,0.890855
sdss,within,0.873162
sdss,within,0.876420
sdss,within,0.939284
sdss,within,0.887238
sdss,within,0.848730
sdss,within,0.823998
sdss,within,0.832523
sdss,within,0.920561
sdss,within,0.937878
sdss,within,0.838798
sdss,within,0.956629
sdss,within,0.778628
sdss,within,0.778714
sdss,within,0.856024
sdss,within,0.864256
sdss,within,0.748245
sdss,within,0.704706
sdss,within,0.871045
sdss,within,0.759801
sdss,within,0.736525
sdss,within,0.675205
sdss,within,0.677900
sdss,within,0.757366
sdss,within,0.790729
sdss,within,0.740432
sdss,within,0.651181
sdss,within,0.825352
sdss,within,0.818449
sdss,within,0.740032
sdss,within,0.772106
sdss,within,0.616026
sdss,within,0.745469
sdss,within,0.793795
sdss,within,0.835680
sdss,within,0.797744
sdss,within,0.593337
sdss,within,0.530584
sdss,within,0.663688
sdss,within,0.702620
sdss,within,0.723357
sdss,within,0.681693
sdss,within,0.692513
sdss,within,0.635870
sdss,within,0.892339
sdss,within,0.901204
sdss,within,0.739292
sdss,within,0.772025
sdss,within,0.642537
sdss,within,0.655917
sdss,within,0.888064
sdss,within,0.805109
sdss,within,0.622782
sdss,within,0.567487
sdss,within,0.855889
sdss,within,0.850763
sdss,within,0.727164
sdss,within,0.921925
sdss,within,0.620053
sdss,within,0.714949
sdss,within,0.669847
sdss,within,0.769041
sdss,within,0.741804
sdss,within,0.690737
sdss,within,0.689774
sdss,within,0.693263
sdss,within,0.568389
sdss,within,0.608635
sdss,within,0.894000
sdss,within,0.655205
sdss,within,0.665139
sdss,within,0.774572
sdss,within,0.889296
sdss,within,0.889689
sdss,within,0.806642
sdss,within,0.779934
sdss,within,0.656991
sdss,within,0.755374
sdss,within,0.830093
sdss,within,0.740745
sdss,within,0.553884
sdss,within,0.724075
sdss,within,0.726049
sdss,within,0.727580
sdss,within,0.687601
sdss,within,0.689674
sdss,within,0.657747
sdss,within,0.782737
sdss,within,0.688078
sdss,within,0.862893
sdss,within,0.679876
sdss,within,0.630221
sdss,within,0.683785
sdss,within,0.737842
sdss,within,0.601878
sdss,within,0.602619
sdss,within,0.597954
sdss,within,0.747427
sdss,within,0.681984
sdss,within,0.885923
sdss,within,0.654831
sdss,within,0.802712
sdss,within,0.587862
sdss,within,0.585056
sdss,within,0.837930
sdss,within,0.662310
sdss,within,0.625924
sdss,within,0.682377
sdss,within,0.602806
sdss,within,0.712765
sdss,within,0.690238
sdss,within,0.713899
sdss,within,0.805932
sdss,within,0.698203
sdss,within,0.627895
sdss,within,0.668680
sdss,within,0.614058
sdss,within,0.883574
sdss,within,0.724784
sdss,within,0.663296
sdss,within,0.662168
sdss,within,0.633128
sdss,within,0.749642
sdss,within,0.689735
sdss,within,0.720696
sdss,within,0.651514
sdss,within,0.586577
sdss,within,0.615704
sdss,within,0.587165
sdss,within,0.636213
sdss,within,0.868022
sdss,within,0.651994
sdss,within,0.701683
sdss,within,0.797787
sdss,within,0.550770
sdss,within,0.754718
sdss,within,0.570257
sdss,within,0.735938
sdss,within,0.746613
sdss,within,0.689372
sdss,within,0.590618
sdss,within,0.873343
sdss,within,0.798413
sdss,within,0.677262
sdss,within,0.590792
sdss,within,0.581253
sdss,within,0.889928
sdss,within,0.706911
sdss,within,0.753007
sdss,within,0.684949
sdss,within,0.672193
sdss,within,0.632807
sdss,within,0.749215
sdss,within,0.708502
sdss,within,0.711151
sdss,within,0.876695
sdss,within,0.760513
sdss,within,0.820816
sdss,within,0.903624
sdss,within,0.755559
sdss,within,0.749285
sdss,within,0.717117
sdss,within,0.761614
sdss,within,0.595420
sdss,within,0.682759
sdss,within,0.896652
sdss,within,0.874051
sdss,within,0.889067
sdss,within,0.663278
sdss,within,0.611478
sdss,within,0.686301
sdss,within,0.713250
sdss,within,0.676362
sdss,within,0.603704
sdss,within,0.673764
sdss,within,0.614016
sdss,within,0.682884
sdss,within,0.630518
sdss,within,0.575153
sdss,within,0.571269
sdss,within,0.739672
sdss,within,0.682192
sdss,within,0.830591
sdss,within,0.823576
sdss,within,0.775342
sdss,within,0.766124
sdss,within,0.787706
sdss,within,0.651960
sdss,within,0.737636
sdss,within,0.791337
sdss,within,0.661872
sdss,within,0.679275
sdss,within,0.511522
sdss,within,0.813204
sdss,within,0.777454
sdss,within,0.757937
sdss,within,0.881971
sdss,within,0.656902
sdss,within,0.849842
sdss,within,0.642021
sdss,within,0.706153
sdss,within,0.786407
sdss,within,0.791331
sdss,within,0.943776
sdss,within,0.770783
sdss,within,0.652412
sdss,within,0.888369
sdss,within,0.867687
sdss,within,0.733209
sdss,within,0.658985
sdss,within,0.891152
sdss,within,0.925754
sdss,within,0.927516
sdss,within,0.949317
sdss,within,0.750819
sdss,within,0.680782
sdss,within,0.719348
sdss,within,0.721510
sdss,within,0.666864
sdss,within,0.611947
sdss,within,0.510972
sdss,within,0.579062
sdss,within,0.785696
sdss,within,0.883991
sdss,within,0.916669
sdss,within,0.809189
sdss,within,0.927588
sdss,within,0.718307
sdss,within,0.617108
sdss,within,0.763508
sdss,within,0.730993
sdss,within,0.718661
sdss,within,0.884864
sdss,within,0.589402
sdss,within,0.864979
sdss,within,0.771041
sdss,within,0.694316
sdss,within,0.768228
sdss,within,0.693195
sdss,within,0.751282
sdss,within,0.844201
sdss,within,0.775232
sdss,within,0.755403
sdss,within,0.930817
sdss,within,0.769536
sdss,within,0.711640
sdss,within,0.769693
sdss,within,0.605397
sdss,within,0.684998
sdss,within,0.657679
sdss,within,0.668558
sdss,within,0.589465
sdss,within,0.838176
sdss,within,0.633645
sdss,within,0.964760
sdss,within,0.788987
sdss,within,0.884334
sdss,within,0.796204
sdss,within,0.790043
sdss,within,0.737111
sdss,within,0.771157
sdss,within,0.638952
sdss,within,0.750690
sdss,within,0.683369
sdss,within,0.695946
sdss,within,0.669284
sdss,within,0.668846
sdss,within,0.603973
sdss,within,0.795723
sdss,within,0.673387
sdss,within,0.844993
sdss,within,0.686429
sdss,within,0.789905
sdss,within,0.903091
sdss,within,0.872642
sdss,within,0.759986
sdss,within,0.747163
sdss,within,0.737585
sdss,within,0.713308
sdss,within,0.747011
sdss,within,0.792937
sdss,within,0.760621
sdss,within,0.714762
sdss,within,0.893677
sdss,within,0.805830
sdss,within,0.718324
sdss,within,0.689600
sdss,within,0.658342
sdss,within,0.825483
sdss,within,0.768004
sdss,within,0.848875
sdss,within,0.738845
sdss,within,0.664840
sdss,within,0.877548
sdss,within,0.777880
sdss,within,0.786744
sdss,within,0.718848
sdss,within,0.822017
sdss,within,0.783751
sdss,within,0.765544
sdss,within,0.588162
sdss,within,0.583638
sdss,within,0.662127
sdss,within,0.604709
sdss,within,0.571574
sdss,within,0.655670
sdss,within,0.628377
sdss,within,0.660826
sdss,within,0.653076
sdss,within,0.803653
sdss,within,0.752018
sdss,within,0.909851
sdss,within,0.679072
sdss,within,0.730373
sdss,within,0.749914
sdss,within,0.802814
sdss,within,0.553744
sdss,within,0.632816
sdss,within,0.727244
sdss,within,0.642909
sdss,within,0.729838
sdss,within,0.643283
sdss,within,0.707304
sdss,within,0.771818
sdss,within,0.773720
sdss,within,0.717401
sdss,within,0.899359
sdss,within,0.886089
sdss,within,0.829445
sdss,within,0.805496
sdss,within,0.679576
sdss,within,0.659939
sdss,within,0.821887
sdss,within,0.713961
sdss,within,0.685714
sdss,within,0.612150
sdss,within,0.612844
sdss,within,0.732403
sdss,within,0.802553
sdss,within,0.951395
sdss,within,0.802222
sdss,within,0.689018
sdss,within,0.782801
sdss,within,0.906788
sdss,within,0.960920
sdss,within,0.644215
sdss,within,0.675447
sdss,within,0.769499
sdss,within,0.654016
sdss,within,0.631397
sdss,within,0.819747
sdss,within,0.866673
sdss,within,0.945379
sdss,within,0.661039
sdss,within,0.763470
sdss,within,0.916373
sdss,within,0.983510
sdss,within,0.761804
sdss,within,0.794428
sdss,within,0.814849
sdss,within,0.705346
sdss,within,0.674096
sdss,within,0.620561
sdss,within,0.562016
sdss,within,0.649088
sdss,within,0.946149
sdss,within,0.919977
sdss,within,0.850290
sdss,within,0.898424
sdss,within,0.900520
sdss,within,0.811714
sdss,within,0.675767
sdss,within,0.587384
sdss,within,0.655167
sdss,within,0.585139
sdss,within,0.780803
sdss,within,0.642689
sdss,within,0.651683
sdss,within,0.629487
sdss,within,0.672798
sdss,within,0.682255
sdss,within,0.896316
sdss,within,0.907149
sdss,within,0.785806
sdss,within,0.703233
sdss,within,0.761229
sdss,within,0.703573
sdss,within,0.814685
sdss,within,0.736519
sdss,within,0.609725
sdss,within,0.690055
sdss,within,0.637002
sdss,within,0.842798
sdss,within,0.909725
sdss,within,0.795503
sdss,within,0.785641
sdss,within,0.838308
sdss,within,0.855240
sdss,within,0.874688
sdss,within,0.939078
sdss,within,0.647496
sdss,within,0.894755
sdss,within,0.784991
sdss,within,0.647383
sdss,within,0.699415
sdss,within,0.974609
sdss,within,0.891632
sdss,within,0.786499
sdss,within,0.768581
sdss,within,0.804934
sdss,within,0.808595
sdss,within,0.767960
sdss,within,0.829533
sdss,within,0.923000
sdss,within,0.799378
sdss,within,0.746808
sdss,within,0.745621
sdss,within,0.609571
sdss,within,0.608719
sdss,within,0.793686
sdss,within,0.818393
sdss,within,0.907275
sdss,within,0.907023
sdss,within,0.811742
sdss,within,0.812109
sdss,within,0.664634
sdss,within,0.682534
sdss,within,0.709521
sdss,within,0.664823
sdss,within,0.659463
sdss,within,0.672584
sdss,within,0.951566
sdss,within,0.890861
sdss,within,0.676744
sdss,within,0.636516
sdss,within,0.689345
sdss,within,0.771454
sdss,within,0.622328
sdss,within,0.576063
sdss,within,0.525431
sdss,within,0.645120
sdss,within,0.597274
sdss,within,0.727186
sdss,within,0.558553
sdss,within,0.659123
sdss,within,0.807673
sdss,within,0.805907
sdss,within,0.799934
sdss,within,0.796054
sdss,within,0.686457
sdss,within,0.600094
sdss,within,0.830359
sdss,within,0.679624
sdss,within,0.815012
sdss,within,0.814468
sdss,within,0.777314
sdss,within,0.762427
sdss,within,0.682413
sdss,within,0.779366
sdss,within,0.699579
sdss,within,0.726565
sdss,within,0.682657
sdss,within,0.775837
sdss,within,0.924220
sdss,within,0.921379
sdss,within,0.905318
sdss,within,0.826768
sdss,within,0.834129
sdss,within,0.723823
sdss,within,0.751272
sdss,within,0.673836
sdss,within,0.739670
sdss,within,0.802579
sdss,within,0.725959
sdss,within,0.921126
sdss,within,0.795344
sdss,within,0.675730
sdss,within,0.713153
sdss,within,0.913955
sdss,within,0.816692
sdss,within,0.659248
sdss,within,0.678023
sdss,within,0.841064
sdss,within,0.758871
sdss,within,0.718974
sdss,within,0.622599
sdss,within,0.646249
sdss,within,0.774189
sdss,within,0.920104
sdss,within,0.920268
sdss,within,0.895091
sdss,within,0.893589
sdss,within,0.809116
sdss,within,0.850884
sdss,within,0.654953
sdss,within,0.713013
sdss,within,0.839176
sdss,within,0.660220
sdss,within,0.768066
sdss,within,0.638020
sdss,within,0.710944
sdss,within,0.681057
sdss,within,0.677307
sdss,within,0.670455
sdss,within,0.660026
sdss,within,0.743423
sdss,within,0.601280
sdss,within,0.631037
sdss,within,0.616094
sdss,within,0.693975
sdss,within,0.680740
sdss,within,0.583377
sdss,within,0.737738
sdss,within,0.616570
sdss,within,0.637815
sdss,within,0.613889
sdss,within,0.803525
sdss,within,0.877295
sdss,within,0.785212
sdss,within,0.795414
sdss,within,0.809669
sdss,within,0.802421
sdss,within,0.855736
sdss,within,0.699062
sdss,within,0.744397
sdss,within,0.718720
sdss,within,0.719515
sdss,within,0.611595
sdss,within,0.757122
sdss,within,0.625804
sdss,within,0.765235
sdss,within,0.967992
sdss,within,0.693996
sdss,within,0.691302
sdss,within,0.843057
sdss,within,0.706753
sdss,within,0.707002
sdss,within,0.710282
sdss,within,0.656382
sdss,within,0.718166
sdss,within,0.687598
sdss,within,0.676458
sdss,within,0.701917
sdss,within,0.680931
sdss,within,0.812983
sdss,within,0.784650
sdss,within,0.818725
sdss,within,0.607078
sdss,within,0.710814
sdss,within,0.767507
sdss,within,0.647086
sdss,within,0.578664
sdss,within,0.788232
sdss,within,0.634403
sdss,within,0.935265
sdss,within,0.627241
sdss,within,0.781170
sdss,within,0.635625
sdss,within,0.884321
sdss,within,0.847247
sdss,within,0.756204
sdss,within,0.682909
sdss,within,0.714573
sdss,within,0.697406
sdss,within,0.731841
sdss,within,0.641276
sdss,within,0.728954
sdss,within,0.610715
sdss,within,0.618741
sdss,within,0.750749
sdss,within,0.793898
sdss,within,0.846476
sdss,within,0.884402
sdss,within,0.848485
sdss,within,0.786891
sdss,within,0.803495
sdss,within,0.654443
sdss,within,0.834064
sdss,within,0.765022
sdss,within,0.664630
sdss,within,0.599791
sdss,within,0.758261
sdss,within,0.771428
sdss,within,0.786341
sdss,within,0.797754
sdss,within,0.616312
sdss,within,0.623750
sdss,within,0.665015
sdss,within,0.708443
sdss,within,0.761377
sdss,within,0.729317
sdss,within,0.699164
sdss,within,0.791468
sdss,within,0.676962
sdss,within,0.631459
sdss,within,0.618919
sdss,within,0.913096
sdss,within,0.885116
sdss,within,0.699757
sdss,within,0.700098
sdss,within,0.876227
sdss,within,0.787880
sdss,within,0.769433
sdss,within,0.958611
sdss,within,0.598273
sdss,within,0.669417
sdss,within,0.738766
sdss,within,0.591680
sdss,within,0.595857
sdss,within,0.693291
sdss,within,0.894977
sdss,within,0.890748
sdss,within,0.889157
sdss,within,0.887541
sdss,within,0.694037
sdss,within,0.814151
sdss,within,0.853359
sdss,within,0.873924
sdss,within,0.862574
sdss,within,0.762571
sdss,within,0.671434
sdss,within,0.655133
sdss,within,0.646017
sdss,within,0.700982
sdss,within,0.709858
sdss,within,0.667193
sdss,within,0.917380
sdss,within,0.906092
sdss,within,0.763397
sdss,within,0.778367
sdss,within,0.790096
sdss,within,0.857163
sdss,within,0.805916
sdss,within,0.716520
sdss,within,0.689573
sdss,within,0.573828
sdss,within,0.660343
sdss,within,0.592388
sdss,within,0.631167
sdss,within,0.646445
sdss,within,0.796803
sdss,within,0.883702
sdss,within,0.670090
sdss,within,0.840955
sdss,within,0.794867
sdss,within,0.601545
sdss,within,0.724601
sdss,within,0.684218
sdss,within,0.648975
sdss,within,0.599160
sdss,within,0.730254
sdss,within,0.756807
sdss,within,0.770566
sdss,within,0.793161
sdss,within,0.737386
sdss,within,0.897061
sdss,within,0.647556
sdss,within,0.896528
sdss,within,0.840437
sdss,within,0.923649
sdss,within,0.560553
sdss,within,0.732551
sdss,within,0.870558
sdss,within,0.868816
sdss,within,0.775748
sdss,within,0.809085
sdss,within,0.795591
sdss,within,0.764682
sdss,within,0.788811
sdss,within,0.798040
sdss,within,0.883084
sdss,within,0.672282
sdss,within,0.719802
sdss,within,0.799366
sdss,within,0.670801
sdss,within,0.719384
sdss,within,0.718161
sdss,within,0.645496
sdss,within,0.936704
sdss,within,0.710958
sdss,within,0.755422
sdss,within,0.828422
sdss,within,0.875000
sdss,within,0.875000
sdss,within,0.875000
sdss,within,0.766853
sdss,within,0.756891
sdss,within,0.683158
sdss,within,0.897376
sdss,within,0.790211
sdss,within,0.646239
sdss,within,0.718976
sdss,within,0.838131
sdss,within,0.845745
sdss,within,0.827377
sdss,within,0.672269
sdss,within,0.749989
sdss,within,0.812572
sdss,within,0.752578
sdss,within,0.748659
sdss,within,0.786481
sdss,within,0.640787
sdss,within,0.957740
sdss,within,0.663686
sdss,within,0.956460
sdss,within,0.903016
sdss,within,0.761182
sdss,within,0.687076
sdss,within,0.786211
sdss,within,0.930702
sdss,within,0.900452
sdss,within,0.796801
sdss,within,0.843489
sdss,within,0.651194
sdss,within,0.930707
sdss,within,0.889990
sdss,within,0.767479
sdss,within,0.666270
sdss,within,0.888387
sdss,within,0.805383
sdss,within,0.846723
sdss,within,0.657411
sdss,within,0.786927
sdss,within,0.735260
sdss,within,0.624035
sdss,within,0.629328
sdss,within,0.892831
sdss,within,0.924788
sdss,within,0.667756
sdss,within,0.710799
sdss,within,0.871273
sdss,within,0.921878
sdss,within,0.917699
sdss,within,0.766820
sdss,within,0.749326
sdss,within,0.702325
sdss,within,0.767654
sdss,within,0.764400
sdss,within,0.780477
sdss,within,0.791891
sdss,within,0.768268
sdss,within,0.923172
sdss,within,0.687773
sdss,within,0.660808
sdss,within,0.791563
sdss,within,0.784945
sdss,within,0.552207
sdss,within,0.812313
sdss,within,0.633337
sdss,within,0.574208
sdss,within,0.670831
sdss,within,0.693678
sdss,within,0.684075
sdss,within,0.682104
sdss,within,0.657907
sdss,within,0.909159
sdss,within,0.856490
sdss,within,0.820414
sdss,within,0.685761
sdss,within,0.613088
sdss,within,0.703494
sdss,within,0.737146
sdss,within,0.768690
sdss,within,0.649497
sdss,within,0.645367
sdss,within,0.735442
sdss,within,0.652364
sdss,within,0.904359
sdss,within,0.771323
sdss,within,0.758912
sdss,within,0.675039
sdss,within,0.678549
sdss,within,0.662798
sdss,within,0.598981
sdss,within,0.760738
sdss,within,0.780385
sdss,within,0.685023
sdss,within,0.686648
sdss,within,0.503758
sdss,within,0.674096
sdss,within,0.719627
sdss,within,0.659894
sdss,within,0.900590
sdss,within,0.671584
sdss,within,0.939306
sdss,within,0.763976
sdss,within,0.641194
sdss,within,0.607083
sdss,within,0.654447
sdss,within,0.687118
sdss,within,0.734599
sdss,within,0.673003
sdss,within,0.696304
sdss,within,0.702764
sdss,within,0.728308
sdss,within,0.685798
sdss,within,0.654616
sdss,within,0.690424
sdss,within,0.645975
sdss,within,0.681003
sdss,within,0.608156
sdss,within,0.835727
sdss,within,0.717592
sdss,within,0.739634
sdss,within,0.671987
sdss,within,0.545524
sdss,within,0.686286
sdss,within,0.571489
sdss,within,0.899419
sdss,within,0.811853
sdss,within,0.590146
sdss,within,0.742376
sdss,within,0.769859
sdss,within,0.795427
sdss,within,0.773992
sdss,within,0.766194
sdss,within,0.751860
sdss,within,0.681446
sdss,within,0.673175
sdss,within,0.727756
sdss,within,0.635342
sdss,within,0.697910
sdss,within,0.681629
sdss,within,0.697459
sdss,within,0.779155
sdss,within,0.730368
sdss,within,0.753917
sdss,within,0.876503
sdss,within,0.936064
sdss,within,0.768083
sdss,within,0.807183
sdss,within,0.737970
sdss,within,0.724562
sdss,within,0.807619
sdss,within,0.637855
sdss,within,0.782383
sdss,within,0.655033
sdss,within,0.644439
sdss,within,0.890015
sdss,within,0.711623
sdss,within,0.694427
sdss,within,0.726452
sdss,within,0.605265
sdss,within,0.685407
sdss,within,0.746481
sdss,within,0.624687
sdss,within,0.591474
sdss,within,0.679302
sdss,within,0.692767
sdss,within,0.665278
sdss,within,0.782509
sdss,within,0.742600
sdss,within,0.753723
sdss,within,0.662722
sdss,within,0.656719
sdss,within,0.821224
sdss,within,0.830731
sdss,within,0.625656
sdss,within,0.735082
sdss,within,0.651032
sdss,within,0.618253
sdss,within,0.705498
sdss,within,0.693164
sdss,within,0.675498
sdss,within,0.663182
sdss,within,0.828229
sdss,within,0.647284
sdss,within,0.653951
sdss,within,0.754763
sdss,within,0.667854
sdss,within,0.602467
sdss,within,0.574838
sdss,within,0.768528
sdss,within,0.570695
sdss,within,0.726740
sdss,within,0.678077
sdss,within,0.778475
sdss,within,0.556651
sdss,within,0.532774
sdss,within,0.770645
sdss,within,0.730413
sdss,within,0.747278
sdss,within,0.675159
sdss,within,0.804833
sdss,within,0.820106
sdss,within,0.801985
sdss,within,0.824793
sdss,within,0.854814
sdss,within,0.765625
sdss,within,0.785467
sdss,within,0.723672
sdss,within,0.835295
sdss,within,0.850246
sdss,within,0.608966
sdss,within,0.737731
sdss,within,0.677343
sdss,within,0.682937
sdss,within,0.625934
sdss,within,0.595608
sdss,within,0.667675
sdss,within,0.682823
sdss,within,0.760275
sdss,within,0.686872
sdss,within,0.952058
sdss,within,0.743318
sdss,within,0.758298
sdss,within,0.658512
sdss,within,0.702662
sdss,within,0.705165
sdss,within,0.830795
sdss,within,0.692517
sdss,within,0.644546
sdss,within,0.652361
sdss,within,0.745685
sdss,within,0.598211
sdss,within,0.637635
sdss,within,0.881796
sdss,within,0.694435
sdss,within,0.743797
sdss,within,0.708028
sdss,within,0.751335
sdss,within,0.732954
sdss,within,0.660961
sdss,within,0.613456
sdss,within,0.642174
sdss,within,0.597935
sdss,within,0.810843
sdss,within,0.796083
sdss,within,0.664073
sdss,within,0.739952
sdss,within,0.913513
sdss,within,0.925786
sdss,within,0.716423
sdss,within,0.796584
sdss,within,0.610853
sdss,within,0.657458
sdss,within,0.726160
sdss,within,0.682917
sdss,within,0.692973
sdss,within,0.676469
sdss,within,0.651956
sdss,within,0.673766
sdss,within,0.781651
sdss,within,0.785898
sdss,within,0.727445
sdss,within,0.780576
sdss,within,0.921954
sdss,within,0.661226
sdss,within,0.653019
sdss,within,0.632657
sdss,within,0.650266
sdss,within,0.834102
sdss,within,0.757436
sdss,within,0.581818
sdss,within,0.653340
sdss,within,0.671384
sdss,within,0.799181
sdss,within,0.627780
sdss,within,0.634574
sdss,within,0.752735
sdss,within,0.886430
sdss,within,0.890090
sdss,within,0.933856
sdss,within,0.753550
sdss,within,0.916901
sdss,within,0.791178
sdss,within,0.842374
sdss,within,0.719292
sdss,within,0.836056
sdss,within,0.780015
sdss,within,0.820305
sdss,within,0.815468
sdss,within,0.664415
sdss,within,0.763748
sdss,within,0.771554
sdss,within,0.791152
sdss,within,0.636353
sdss,within,0.608201
sdss,within,0.611142
sdss,within,0.707519
sdss,within,0.630289
sdss,within,0.579312
sdss,within,0.604580
sdss,within,0.716082
sdss,within,0.588535
sdss,within,0.616868
sdss,within,0.774585
sdss,within,0.679239
sdss,within,0.968755
sdss,within,0.700663
sdss,within,0.764628
sdss,within,0.899256
sdss,within,0.748798
sdss,within,0.737820
sdss,within,0.671719
sdss,within,0.566167
sdss,within,0.618206
sdss,within,0.701067
sdss,within,0.863167
sdss,within,0.657798
sdss,within,0.613539
sdss,within,0.630515
sdss,within,0.678696
sdss,within,0.694034
sdss,within,0.761099
sdss,within,0.670977
sdss,within,0.551408
sdss,within,0.868914
sdss,within,0.698789
sdss,within,0.814663
sdss,within,0.643322
sdss,within,0.598262
sdss,within,0.688707
sdss,within,0.690866
sdss,within,0.799989
sdss,within,0.905166
sdss,within,0.888734
sdss,within,0.705395
sdss,within,0.811577
sdss,within,0.857745
sdss,within,0.647620
sdss,within,0.690416
sdss,within,0.657349
sdss,within,0.695724
sdss,within,0.703225
sdss,within,0.736749
sdss,within,0.742448
sdss,within,0.639874
sdss,within,0.650843
sdss,within,0.657070
sdss,within,0.823784
sdss,within,0.887376
sdss,within,0.674429
sdss,within,0.854094
sdss,within,0.606928
sdss,within,0.549772
sdss,within,0.651349
sdss,within,0.659921
sdss,within,0.706631
sdss,within,0.620332
sdss,within,0.591160
sdss,within,0.755671
